korridor_fra;korridor_til;id2;kvartal;weekday_indicator;time_of_day;reiser;co2_tonn
Bjergsted (Stavanger);Rennesøy;gange;2024-1;Weekend;Weekend;0,0;0,0
Bjergsted (Stavanger);Hundvåg;bil;2025-4;Weekday;20:00-05:30;0,0;0,0
Ganddal (Sandnes);Madla;bil;2024-2;Weekday;13:30-16:30;6,908737727585551;6,569862277530239
Forus;Paradis (Stavanger);bil;2022-4;Weekday;13:30-16:30;79,91188353474413;64,09858557599003
Hommersåk;Hundvåg;buss;2025-2;Weekday;05:30-08:30;0,0;0,0
Hommersåk;Hommersåk;gange;2022-4;Weekday;08:30-13:30;9,99048134388798;0,0
Ganddal (Sandnes);Ganddal (Sandnes);sykkel;2024-4;Weekday;13:30-16:30;51,64614727099732;0,0
Forus;Sola;gange;2025-4;Weekday;08:30-13:30;35,147669125925816;0,0
Sola;Forus;buss;2023-3;Weekday;20:00-05:30;0,0;0,0
Jåsund (Sola);Nærbø;gange;2025-2;Weekday;08:30-13:30;0,0;0,0
Bjergsted (Stavanger);Sykehuset;bil;2025-2;Weekday;05:30-08:30;32,535508906680256;6,4548304382766055
Sykehuset;Paradis (Stavanger);sykkel;2021-3;Weekday;05:30-08:30;6,290175860485442;0,0
Sola;Jåsund (Sola);bil;2023-3;Weekday;16:30-20:00;28,22614728267114;0,0
Stavanger sentrum;Nærbø;buss;2020-2;Weekday;08:30-13:30;0,016172363519962738;0,03613715650751103
Dusavika (Randaberg);Bjergsted (Stavanger);buss;2019-3;Weekday;13:30-16:30;6,3131460417187455;2,242489989988301
Hommersåk;Forus;bil;2022-3;Weekday;08:30-13:30;10,9732373687405;19,090432849744538
Lura;Ganddal (Sandnes);buss;2025-3;Weekday;08:30-13:30;2,599077446357572;0,7545613632882722
Hundvåg;Madla;buss;2025-3;Weekday;16:30-20:00;1,3709204710716467;0,8354209076520839
Sola;Ganddal (Sandnes);sykkel;2023-3;Weekend;Weekend;3,746262241359849;0,0
Sykehuset;Hommersåk;buss;2024-1;Weekday;08:30-13:30;0,0;0,0
Forus;Bjergsted (Stavanger);rail;2022-3;Weekday;13:30-16:30;0,18413170310616295;
Sola;Sandnes sentrum;sykkel;2022-2;Weekday;13:30-16:30;9,562842058391382;0,0
Rennesøy;Lura;sykkel;2022-4;Weekday;05:30-08:30;0,0;0,0
Madla;Rennesøy;buss;2022-2;Weekday;08:30-13:30;0,06728909809622859;0,11283226754387198
Sandnes sentrum;Forus;buss;2024-2;Weekday;08:30-13:30;10,438349087362704;5,3022750627233055
Stavanger sentrum;Hinnavågen;buss;2024-3;Weekday;08:30-13:30;6,861289715962936;13,990457982052222
Paradis (Stavanger);Hinnavågen;buss;2023-4;Weekday;08:30-13:30;6,085689438800603;8,009712531588098
Sykehuset;Rennesøy;sykkel;2025-1;Weekend;Weekend;0,0;0,0
Nærbø;Stavanger sentrum;rail;2021-1;Weekday;13:30-16:30;2,5074229024342793;0,0
Jåsund (Sola);Paradis (Stavanger);bil;2021-1;Weekday;13:30-16:30;20,936705462702367;20,372660547640898
Ganddal (Sandnes);Bjergsted (Stavanger);buss;2019-3;Weekday;08:30-13:30;0,0;0,0
Klepp;Bjergsted (Stavanger);buss;2023-2;Weekday;08:30-13:30;0,0;0,0
Hinnavågen;Rennesøy;sykkel;2024-2;Weekday;13:30-16:30;0,0;0,0
Ganddal (Sandnes);Nærbø;buss;2019-4;Weekday;05:30-08:30;0,055320805600545836;0,030193798526514718
Sola;Sola;buss;2020-1;Weekday;13:30-16:30;21,263083242827115;0,0
Ganddal (Sandnes);Paradis (Stavanger);rail;2020-1;Weekday;20:00-05:30;0,8616635611653789;0,0
Rennesøy;Madla;bil;2019-3;Weekday;05:30-08:30;4,509867843336571;10,076146896826366
Ganddal (Sandnes);Bjergsted (Stavanger);gange;2025-3;Weekday;05:30-08:30;0,0;0,0
Madla;Jåsund (Sola);sykkel;2023-1;Weekday;13:30-16:30;8,001373976079105;0,0
Sykehuset;Madla;buss;2023-4;Weekend;Weekend;5,050228629005513;1,7705503475129596
Solborg (Stavanger);Rennesøy;buss;2020-3;Weekday;05:30-08:30;0,13902473216371258;0,19555284838377837
Forus;Jåsund (Sola);sykkel;2023-3;Weekday;13:30-16:30;12,389754651622612;0,0
Sandnes sentrum;Solborg (Stavanger);sykkel;2020-4;Weekday;08:30-13:30;0,46424215090671594;0,0
Klepp;Klepp;bil;2023-4;Weekday;16:30-20:00;328,37728686014873;0,0
Klepp;Stavanger sentrum;gange;2020-4;Weekday;08:30-13:30;0,0;0,0
Paradis (Stavanger);Sandnes sentrum;rail;2021-2;Weekday;08:30-13:30;2,473632127984155;0,0
Madla;Hundvåg;gange;2019-2;Weekday;08:30-13:30;7,437066469216127;0,0
Forus;Madla;sykkel;2020-3;Weekday;13:30-16:30;7,84368335394412;0,0
Forus;Bjergsted (Stavanger);sykkel;2024-2;Weekday;05:30-08:30;1,2551123300613698;0,0
Nærbø;Sykehuset;sykkel;2020-2;Weekday;13:30-16:30;0,0;0,0
Madla;Nærbø;buss;2026-1;Weekday;05:30-08:30;0,0;0,0
Hommersåk;Paradis (Stavanger);sykkel;2022-2;Weekday;05:30-08:30;0,0;0,0
Sola;Hundvåg;gange;2024-1;Weekday;05:30-08:30;0,07276877070551334;0,0
Klepp;Hommersåk;gange;2025-2;Weekday;16:30-20:00;0,0;0,0
Bjergsted (Stavanger);Klepp;bil;2025-1;Weekend;Weekend;1,4719633113808794;2,8609360354265942
Hommersåk;Stavanger sentrum;gange;2019-2;Weekday;05:30-08:30;0,0;0,0
Sola;Rennesøy;buss;2021-4;Weekday;05:30-08:30;0,022621557796081923;0,0539598030945104
Sykehuset;Bjergsted (Stavanger);bil;2020-4;Weekday;08:30-13:30;24,622463284419542;7,202142970463066
Dusavika (Randaberg);Jåsund (Sola);gange;2023-3;Weekday;13:30-16:30;19,740464324015434;0,0
Sandnes sentrum;Forus;bil;2021-2;Weekday;08:30-13:30;99,70719115653719;54,55712866384038
Stavanger sentrum;Hinnavågen;bil;2021-3;Weekday;08:30-13:30;61,96473975585885;26,134442111944015
Forus;Sola;gange;2025-3;Weekday;20:00-05:30;0,17251816648904014;0,0
Hundvåg;Klepp;buss;2025-1;Weekday;08:30-13:30;0,5640947369441067;0,9974816115404131
Lura;Hinnavågen;sykkel;2023-1;Weekday;16:30-20:00;5,838388483097842;0,0
Solborg (Stavanger);Hinnavågen;rail;2022-1;Weekend;Weekend;0,19550380880766294;0,0
Hundvåg;Forus;rail;2022-3;Weekend;Weekend;0,052609058030332265;0,0
Solborg (Stavanger);Jåsund (Sola);bil;2019-2;Weekday;05:30-08:30;83,16094253950604;46,55220270384591
Sola;Rennesøy;gange;2024-4;Weekday;16:30-20:00;0,0;0,0
Bjergsted (Stavanger);Hinnavågen;rail;2020-3;Weekday;16:30-20:00;0,08386011419249559;0,0
Bjergsted (Stavanger);Ganddal (Sandnes);buss;2020-4;Weekday;08:30-13:30;0,0;0,0
Sandnes sentrum;Nærbø;rail;2021-4;Weekday;08:30-13:30;0,9992738760049656;
Sykehuset;Hommersåk;buss;2021-4;Weekday;08:30-13:30;0,019993335785233643;0,025163402489269328
Paradis (Stavanger);Nærbø;buss;2022-2;Weekday;16:30-20:00;0,0;0,0
Paradis (Stavanger);Forus;bil;2020-3;Weekday;13:30-16:30;29,32477959591802;26,77957510042259
Hinnavågen;Jåsund (Sola);gange;2025-3;Weekday;13:30-16:30;5,858376257006051;0,0
Ganddal (Sandnes);Stavanger sentrum;sykkel;2019-3;Weekday;08:30-13:30;0,0;0,0
Stavanger sentrum;Jåsund (Sola);buss;2021-1;Weekday;08:30-13:30;0,5810757073304169;0,4257095480124943
Stavanger sentrum;Hundvåg;gange;2025-1;Weekend;Weekend;33,55635186523954;0,0
Dusavika (Randaberg);Hinnavågen;bil;2023-3;Weekday;16:30-20:00;13,634015359069911;10,658585027841776
Sandnes sentrum;Madla;gange;2025-4;Weekend;Weekend;1,8761092980454384;0,0
Ganddal (Sandnes);Paradis (Stavanger);sykkel;2023-1;Weekend;Weekend;0,0;0,0
Sandnes sentrum;Sandnes sentrum;bil;2024-3;Weekday;16:30-20:00;316,2802935440086;42,8843879742698
Sykehuset;Sandnes sentrum;bil;2023-1;Weekday;16:30-20:00;7,858321377955348;8,116790295329686
Jåsund (Sola);Hinnavågen;bil;2022-2;Weekday;05:30-08:30;51,79808434935501;41,756996982423594
Madla;Paradis (Stavanger);buss;2024-1;Weekday;08:30-13:30;6,733974920448778;2,241227064498406
Hommersåk;Madla;sykkel;2024-1;Weekday;08:30-13:30;0,0;0,0
Paradis (Stavanger);Solborg (Stavanger);sykkel;2024-3;Weekday;13:30-16:30;13,611026868735838;0,0
Jåsund (Sola);Sola;sykkel;2025-4;Weekday;08:30-13:30;5,40652533100688;0,0
Madla;Lura;gange;2023-1;Weekday;20:00-05:30;0,02491869835121953;
Forus;Paradis (Stavanger);rail;2025-4;Weekday;05:30-08:30;3,5673757076564057;0,0
Klepp;Lura;buss;2023-4;Weekday;05:30-08:30;0,2604451179995742;0,07195924195239643
Stavanger sentrum;Sykehuset;buss;2021-1;Weekday;05:30-08:30;0,3905502516601708;0,7797302651188287
Hinnavågen;Stavanger sentrum;sykkel;2023-4;Weekday;20:00-05:30;0,0;
Hundvåg;Lura;buss;2023-2;Weekend;Weekend;2,4939715572508203;2,79924900218682
Paradis (Stavanger);Nærbø;gange;2024-1;Weekday;13:30-16:30;0,0;0,0
Klepp;Stavanger sentrum;rail;2024-1;Weekend;Weekend;2,600019473155689;0,0
Lura;Stavanger sentrum;rail;2025-4;Weekday;08:30-13:30;0,24096810947458835;
Nærbø;Hinnavågen;gange;2025-3;Weekday;16:30-20:00;0,0;0,0
Sandnes sentrum;Paradis (Stavanger);gange;2024-3;Weekend;Weekend;1,0655709028827107;0,0
Rennesøy;Paradis (Stavanger);buss;2025-3;Weekday;08:30-13:30;0,3843913557595341;0,5320342277677119
Forus;Dusavika (Randaberg);sykkel;2020-1;Weekday;05:30-08:30;0,20731202906059829;0,0
Hinnavågen;Rennesøy;gange;2023-4;Weekday;08:30-13:30;0,0;0,0
Solborg (Stavanger);Sykehuset;bil;2025-2;Weekday;20:00-05:30;0,0;0,0
Sola;Sandnes sentrum;buss;2026-1;Weekend;Weekend;14,701302142276408;21,010078499099084
Hundvåg;Hinnavågen;gange;2025-3;Weekday;20:00-05:30;0,1420953034978782;0,0
Sola;Hommersåk;buss;2023-4;Weekday;16:30-20:00;0,0;0,0
Klepp;Klepp;rail;2024-1;Weekday;05:30-08:30;2,3768418359749433;0,0
Hundvåg;Hommersåk;sykkel;2024-2;Weekday;05:30-08:30;0,0;0,0
Ganddal (Sandnes);Hinnavågen;gange;2020-2;Weekday;05:30-08:30;16,799071882322437;0,0
Nærbø;Jåsund (Sola);bil;2026-1;Weekday;05:30-08:30;8,399009860747807;0,0
Jåsund (Sola);Sykehuset;buss;2022-2;Weekday;08:30-13:30;4,903252107528758;3,301609395802707
Sandnes sentrum;Solborg (Stavanger);rail;2025-1;Weekday;13:30-16:30;0,5632319278107667;0,0
Jåsund (Sola);Paradis (Stavanger);bil;2019-4;Weekday;16:30-20:00;13,075202648551233;11,551338853932076
Paradis (Stavanger);Rennesøy;sykkel;2022-4;Weekday;16:30-20:00;0,0;0,0
Bjergsted (Stavanger);Madla;gange;2020-3;Weekday;05:30-08:30;9,318655217200048;0,0
Dusavika (Randaberg);Solborg (Stavanger);buss;2019-3;Weekday;05:30-08:30;13,494902144793187;6,151300956517392
Bjergsted (Stavanger);Hundvåg;sykkel;2026-1;Weekday;08:30-13:30;1,234324166207832;0,0
Ganddal (Sandnes);Sandnes sentrum;gange;2024-3;Weekend;Weekend;105,77874431010451;0,0
Rennesøy;Jåsund (Sola);gange;2023-1;Weekday;08:30-13:30;0,0;0,0
Klepp;Sykehuset;bil;2023-2;Weekday;05:30-08:30;18,645367524679035;35,430344821200066
Nærbø;Hinnavågen;bil;2024-2;Weekday;13:30-16:30;3,6061799441143068;8,162384966767053
Rennesøy;Stavanger sentrum;buss;2023-4;Weekday;16:30-20:00;0,5630706472624492;0,8684586886260623
Hommersåk;Hommersåk;sykkel;2025-2;Weekday;13:30-16:30;1,7232212892010865;0,0
Sandnes sentrum;Klepp;sykkel;2020-4;Weekday;08:30-13:30;8,372045793085334;0,0
Jåsund (Sola);Ganddal (Sandnes);sykkel;2024-4;Weekday;13:30-16:30;0,16903380573685245;0,0
Ganddal (Sandnes);Hundvåg;gange;2024-1;Weekday;08:30-13:30;0,0;0,0
Lura;Nærbø;sykkel;2023-1;Weekday;16:30-20:00;0,0;0,0
Jåsund (Sola);Ganddal (Sandnes);sykkel;2019-4;Weekday;16:30-20:00;0,03695748536691009;0,0
Klepp;Jåsund (Sola);buss;2022-1;Weekday;13:30-16:30;0,1332951004492229;0,2178561472862453
Jåsund (Sola);Forus;buss;2025-4;Weekday;20:00-05:30;0,0;
Solborg (Stavanger);Sykehuset;bil;2024-4;Weekday;05:30-08:30;116,68788381347747;16,78944482041889
Sandnes sentrum;Madla;rail;2023-4;Weekday;05:30-08:30;0,039980480076948426;
Bjergsted (Stavanger);Klepp;sykkel;2023-2;Weekday;08:30-13:30;0,0;0,0
Nærbø;Solborg (Stavanger);buss;2023-3;Weekday;08:30-13:30;0,0;0,0
Hommersåk;Forus;buss;2021-1;Weekday;16:30-20:00;0,13881689607623685;0,18016113709952616
Dusavika (Randaberg);Hommersåk;sykkel;2020-1;Weekday;13:30-16:30;0,0;0,0
Klepp;Sandnes sentrum;sykkel;2023-2;Weekday;08:30-13:30;4,50771523860804;0,0
Nærbø;Forus;rail;2020-2;Weekday;20:00-05:30;0,3979626005880921;0,0
Hommersåk;Nærbø;sykkel;2022-2;Weekday;08:30-13:30;0,0;0,0
Nærbø;Sykehuset;buss;2022-1;Weekday;08:30-13:30;0,03048532707159051;0,0510483542012701
Ganddal (Sandnes);Lura;sykkel;2021-1;Weekday;05:30-08:30;8,709234852002815;0,0
Hinnavågen;Stavanger sentrum;bil;2025-1;Weekend;Weekend;60,820339518469474;17,12587195116731
Hundvåg;Solborg (Stavanger);gange;2021-2;Weekday;08:30-13:30;15,580143775397485;0,0
Forus;Sandnes sentrum;buss;2020-1;Weekday;08:30-13:30;4,894305351797215;3,8594768874613807
Klepp;Sykehuset;buss;2025-3;Weekend;Weekend;0,0;0,0
Madla;Rennesøy;buss;2023-1;Weekday;05:30-08:30;0,20689783570970988;0,379419681588936
Klepp;Rennesøy;sykkel;2024-3;Weekday;13:30-16:30;0,0;0,0
Solborg (Stavanger);Lura;buss;2021-2;Weekday;13:30-16:30;2,3311814075690105;1,5733898095981733
Hundvåg;Dusavika (Randaberg);buss;2023-1;Weekday;13:30-16:30;7,919476622298303;5,116573556781975
Nærbø;Stavanger sentrum;sykkel;2022-1;Weekday;16:30-20:00;0,0;0,0
Nærbø;Hundvåg;sykkel;2024-4;Weekday;13:30-16:30;0,0;0,0
Klepp;Ganddal (Sandnes);bil;2025-1;Weekday;20:00-05:30;0,0;0,0
Hinnavågen;Hinnavågen;gange;2020-3;Weekday;05:30-08:30;102,57063933149702;0,0
Lura;Ganddal (Sandnes);buss;2019-3;Weekday;13:30-16:30;2,388572503876057;0,6605117177594677
Klepp;Hommersåk;gange;2022-1;Weekday;16:30-20:00;0,0;0,0
Paradis (Stavanger);Bjergsted (Stavanger);buss;2025-1;Weekday;20:00-05:30;0,0;0,0
Paradis (Stavanger);Ganddal (Sandnes);gange;2025-2;Weekday;08:30-13:30;0,019899449415520645;0,0
Nærbø;Hundvåg;sykkel;2019-4;Weekday;16:30-20:00;0,0;0,0
Sykehuset;Hundvåg;bil;2022-1;Weekday;16:30-20:00;10,733451072608958;5,689145704009695
Sykehuset;Nærbø;rail;2026-1;Weekday;13:30-16:30;0,07857655743736487;
Sykehuset;Jåsund (Sola);gange;2019-4;Weekday;13:30-16:30;29,890600146712096;0,0
Klepp;Dusavika (Randaberg);sykkel;2024-4;Weekday;13:30-16:30;0,0;0,0
Solborg (Stavanger);Paradis (Stavanger);bil;2022-4;Weekday;16:30-20:00;47,457295271581856;14,000962648761892
Hundvåg;Sola;sykkel;2025-4;Weekday;13:30-16:30;0,02935257661765762;0,0
Hundvåg;Klepp;bil;2025-2;Weekday;08:30-13:30;2,962230543052491;5,961596971278198
Solborg (Stavanger);Madla;buss;2023-2;Weekday;13:30-16:30;10,102832741418501;2,1900998672310554
Sykehuset;Ganddal (Sandnes);gange;2025-1;Weekend;Weekend;0,269866890288551;0,0
Sandnes sentrum;Sandnes sentrum;bil;2021-4;Weekday;08:30-13:30;547,6411329951943;129,0819409186628
Forus;Madla;bil;2026-1;Weekday;13:30-16:30;60,05783025846698;0,0
Stavanger sentrum;Nærbø;sykkel;2022-1;Weekday;05:30-08:30;0,0;0,0
Lura;Jåsund (Sola);gange;2021-4;Weekday;13:30-16:30;17,82773932060191;0,0
Klepp;Rennesøy;buss;2023-4;Weekday;08:30-13:30;0,0;0,0
Madla;Rennesøy;gange;2024-1;Weekday;13:30-16:30;0,0;0,0
Rennesøy;Nærbø;buss;2020-3;Weekday;05:30-08:30;0,0;0,0
Hommersåk;Bjergsted (Stavanger);sykkel;2021-2;Weekday;08:30-13:30;0,0;0,0
Ganddal (Sandnes);Solborg (Stavanger);rail;2020-2;Weekday;16:30-20:00;0,2595408264704948;0,0
Klepp;Stavanger sentrum;sykkel;2024-3;Weekday;08:30-13:30;0,0;0,0
Solborg (Stavanger);Stavanger sentrum;sykkel;2019-4;Weekday;13:30-16:30;7,9511486714844954;0,0
Sandnes sentrum;Sandnes sentrum;bil;2026-1;Weekday;13:30-16:30;420,28912486589047;0,0
Sola;Dusavika (Randaberg);buss;2021-2;Weekday;16:30-20:00;5,316057252483161;6,464089521829713
Solborg (Stavanger);Hinnavågen;sykkel;2025-3;Weekend;Weekend;7,385073436938383;0,0
Nærbø;Madla;sykkel;2021-1;Weekday;05:30-08:30;0,0;0,0
Nærbø;Sykehuset;rail;2019-3;Weekend;Weekend;1,8606826791128745;0,0
Nærbø;Klepp;rail;2025-2;Weekday;16:30-20:00;8,243727331086621;0,0
Hommersåk;Stavanger sentrum;sykkel;2019-2;Weekday;08:30-13:30;0,0;0,0
Klepp;Madla;bil;2026-1;Weekend;Weekend;5,6095919715374745;0,0
Sykehuset;Lura;sykkel;2025-3;Weekday;16:30-20:00;1,548995113573774;0,0
Solborg (Stavanger);Sandnes sentrum;rail;2025-4;Weekday;13:30-16:30;0,7281427655862561;0,0
Dusavika (Randaberg);Stavanger sentrum;gange;2021-2;Weekday;13:30-16:30;36,03356624679071;0,0
Sykehuset;Bjergsted (Stavanger);bil;2025-3;Weekday;16:30-20:00;9,162786001413966;2,673922000768449
Hinnavågen;Bjergsted (Stavanger);sykkel;2025-2;Weekday;16:30-20:00;2,4041011216992474;0,0
Hundvåg;Sykehuset;buss;2024-3;Weekday;20:00-05:30;0,0;0,0
Hommersåk;Rennesøy;buss;2021-3;Weekday;05:30-08:30;0,0;0,0
Hundvåg;Stavanger sentrum;buss;2024-2;Weekday;05:30-08:30;10,479264421807713;10,040299346911194
Hundvåg;Ganddal (Sandnes);gange;2020-3;Weekday;08:30-13:30;0,0;0,0
Solborg (Stavanger);Forus;rail;2025-1;Weekday;08:30-13:30;0,2393735693195758;
Hundvåg;Stavanger sentrum;sykkel;2025-1;Weekday;13:30-16:30;2,8922487493359306;0,0
Jåsund (Sola);Hinnavågen;bil;2025-2;Weekday;08:30-13:30;35,90084070247565;0,0
Hinnavågen;Ganddal (Sandnes);buss;2022-2;Weekday;05:30-08:30;0,0;0,0
Dusavika (Randaberg);Madla;gange;2024-2;Weekday;20:00-05:30;0,04051523264126504;0,0
Nærbø;Rennesøy;rail;2024-4;Weekend;Weekend;0,12747412596116045;
Lura;Solborg (Stavanger);sykkel;2020-3;Weekday;13:30-16:30;3,6781116421375133;0,0
Bjergsted (Stavanger);Dusavika (Randaberg);gange;2021-3;Weekday;08:30-13:30;46,161404791885396;0,0
Paradis (Stavanger);Paradis (Stavanger);bil;2023-2;Weekend;Weekend;171,84948489907075;12,260822766014655
Sykehuset;Sandnes sentrum;buss;2020-2;Weekday;08:30-13:30;0,021295163905058628;0,01191329550487375
Klepp;Stavanger sentrum;sykkel;2023-3;Weekend;Weekend;0,0;0,0
Solborg (Stavanger);Hinnavågen;sykkel;2022-3;Weekday;08:30-13:30;9,665655923782316;0,0
Sola;Sola;buss;2025-3;Weekday;08:30-13:30;26,567479739942748;0,0
Hinnavågen;Nærbø;buss;2023-4;Weekday;16:30-20:00;0,0;0,0
Solborg (Stavanger);Sykehuset;gange;2022-4;Weekday;13:30-16:30;74,62188209958806;0,0
Jåsund (Sola);Sykehuset;buss;2025-1;Weekday;08:30-13:30;3,3822394162886864;2,1389258610581483
Hommersåk;Hinnavågen;buss;2021-3;Weekday;08:30-13:30;0,021760581765300345;0,020728009519664203
Klepp;Klepp;bil;2020-2;Weekday;08:30-13:30;593,3069634251817;184,49840506787248
Paradis (Stavanger);Klepp;gange;2024-4;Weekday;08:30-13:30;0,0;0,0
Ganddal (Sandnes);Jåsund (Sola);rail;2022-4;Weekday;13:30-16:30;0,16428694718269346;0,0
Paradis (Stavanger);Stavanger sentrum;rail;2025-3;Weekend;Weekend;0,4264678237984906;
Hommersåk;Nærbø;buss;2024-2;Weekday;13:30-16:30;0,010332361175055498;0,01694211727179495
Nærbø;Stavanger sentrum;rail;2024-3;Weekday;08:30-13:30;17,745485577244384;0,0
Hommersåk;Ganddal (Sandnes);sykkel;2024-4;Weekday;13:30-16:30;0,24310293808449063;0,0
Hundvåg;Paradis (Stavanger);gange;2023-4;Weekday;20:00-05:30;1,8298365188353474;0,0
Hommersåk;Klepp;buss;2022-3;Weekday;13:30-16:30;0,0;0,0
Sandnes sentrum;Ganddal (Sandnes);gange;2019-4;Weekday;08:30-13:30;203,2672817932917;0,0
Solborg (Stavanger);Rennesøy;sykkel;2021-1;Weekday;13:30-16:30;0,0;0,0
Paradis (Stavanger);Jåsund (Sola);sykkel;2023-1;Weekend;Weekend;2,6518113742223703;0,0
Paradis (Stavanger);Solborg (Stavanger);buss;2023-4;Weekday;08:30-13:30;14,03090683986468;20,872378653843068
Ganddal (Sandnes);Hinnavågen;sykkel;2023-2;Weekday;08:30-13:30;1,535237125591533;0,0
Madla;Hommersåk;buss;2021-4;Weekday;13:30-16:30;0,7591929777868082;1,1412764509065103
Nærbø;Dusavika (Randaberg);bil;2023-4;Weekday;08:30-13:30;3,4332546163023245;9,857146383330027
Bjergsted (Stavanger);Rennesøy;gange;2019-4;Weekday;05:30-08:30;0,0;0,0
Paradis (Stavanger);Madla;buss;2024-2;Weekday;05:30-08:30;1,9505691228736493;0,5959779824907263
Hinnavågen;Bjergsted (Stavanger);gange;2025-2;Weekday;13:30-16:30;3,797432512539656;0,0
Lura;Rennesøy;buss;2021-2;Weekday;05:30-08:30;0,0;
Hinnavågen;Hundvåg;sykkel;2020-4;Weekday;16:30-20:00;1,6263224443209607;0,0
Jåsund (Sola);Hommersåk;sykkel;2022-2;Weekday;05:30-08:30;0,0;0,0
Klepp;Jåsund (Sola);rail;2025-1;Weekday;16:30-20:00;0,03520199548817291;
Sykehuset;Dusavika (Randaberg);buss;2022-3;Weekday;16:30-20:00;4,487825152515904;2,448836354881033
Forus;Paradis (Stavanger);buss;2023-3;Weekday;20:00-05:30;0,0;0,0
Hommersåk;Dusavika (Randaberg);buss;2021-1;Weekday;16:30-20:00;0,0;0,0
Sandnes sentrum;Klepp;gange;2023-4;Weekday;05:30-08:30;3,438951345563808;0,0
Ganddal (Sandnes);Ganddal (Sandnes);buss;2023-4;Weekday;13:30-16:30;19,231871530616655;2,8466752721536235
Klepp;Nærbø;gange;2023-1;Weekday;16:30-20:00;19,92436943347414;0,0
Solborg (Stavanger);Sandnes sentrum;gange;2025-2;Weekday;08:30-13:30;1,8482534897086857;0,0
Sandnes sentrum;Hommersåk;gange;2025-3;Weekday;13:30-16:30;5,941687592476767;0,0
Hundvåg;Nærbø;buss;2020-4;Weekday;08:30-13:30;0,01339330607329023;0,029589081082580005
Nærbø;Sykehuset;bil;2021-2;Weekday;16:30-20:00;2,4607051886403886;6,964212356449366
Klepp;Sandnes sentrum;gange;2020-2;Weekday;05:30-08:30;31,366194064066836;0,0
Solborg (Stavanger);Sola;bil;2021-1;Weekday;13:30-16:30;33,21462659572676;32,14162813000287
Lura;Rennesøy;gange;2024-2;Weekday;16:30-20:00;0,0;0,0
Solborg (Stavanger);Lura;buss;2026-1;Weekday;13:30-16:30;3,16477865807735;2,1696243818848924
Nærbø;Madla;sykkel;2022-3;Weekday;16:30-20:00;0,0;0,0
Forus;Forus;buss;2025-4;Weekend;Weekend;7,161163825129604;0,0
Klepp;Ganddal (Sandnes);rail;2023-4;Weekday;16:30-20:00;0,24987800048092765;0,0
Solborg (Stavanger);Dusavika (Randaberg);sykkel;2020-3;Weekday;08:30-13:30;9,986864353558873;0,0
Solborg (Stavanger);Sandnes sentrum;sykkel;2020-1;Weekday;08:30-13:30;0,3643275215112516;0,0
Ganddal (Sandnes);Nærbø;gange;2025-1;Weekday;08:30-13:30;3,097571726549762;0,0
Paradis (Stavanger);Sykehuset;buss;2020-1;Weekday;08:30-13:30;2,3934782102496563;0,3885012811905741
Ganddal (Sandnes);Madla;buss;2025-3;Weekday;13:30-16:30;0,36209046240584997;0,3354975010433391
Sola;Jåsund (Sola);bil;2023-1;Weekday;05:30-08:30;78,53368674048184;0,0
Hinnavågen;Bjergsted (Stavanger);sykkel;2024-4;Weekday;08:30-13:30;3,3806350021531477;0,0
Rennesøy;Jåsund (Sola);gange;2024-2;Weekday;08:30-13:30;0,0;0,0
Rennesøy;Ganddal (Sandnes);gange;2020-1;Weekday;13:30-16:30;0,0;0,0
Solborg (Stavanger);Lura;sykkel;2026-1;Weekend;Weekend;3,8653112073993543;0,0
Forus;Hommersåk;bil;2023-3;Weekday;13:30-16:30;9,391087244958596;17,428029227487432
Nærbø;Stavanger sentrum;gange;2022-1;Weekday;13:30-16:30;0,0;0,0
Stavanger sentrum;Forus;sykkel;2023-3;Weekday;05:30-08:30;2,6766830031567483;0,0
Sykehuset;Paradis (Stavanger);bil;2021-2;Weekday;16:30-20:00;83,65085082576944;17,227465331719273
Sola;Nærbø;rail;2025-3;Weekday;08:30-13:30;0,3224512814086148;0,0
Paradis (Stavanger);Sykehuset;bil;2025-1;Weekday;08:30-13:30;200,16667472606957;21,135862011071815
Dusavika (Randaberg);Sandnes sentrum;gange;2024-4;Weekend;Weekend;0,0025408681234381264;0,0
Forus;Stavanger sentrum;gange;2024-4;Weekday;05:30-08:30;2,27735336467873;0,0
Ganddal (Sandnes);Solborg (Stavanger);sykkel;2020-3;Weekday;16:30-20:00;0,0;0,0
Ganddal (Sandnes);Dusavika (Randaberg);buss;2020-1;Weekday;05:30-08:30;0,0;0,0
Dusavika (Randaberg);Dusavika (Randaberg);bil;2024-3;Weekend;Weekend;302,04547400196014;54,91583308687947
Hundvåg;Stavanger sentrum;gange;2019-3;Weekday;05:30-08:30;22,462278334790366;0,0
Hommersåk;Ganddal (Sandnes);sykkel;2021-1;Weekday;13:30-16:30;0,5130588365501462;0,0
Sola;Hundvåg;gange;2025-1;Weekend;Weekend;0,08701615266490867;0,0
Klepp;Stavanger sentrum;bil;2020-4;Weekday;16:30-20:00;4,2548913097322965;9,550556748348512
Madla;Paradis (Stavanger);buss;2021-3;Weekday;13:30-16:30;6,035779412962823;2,007779216702514
Sandnes sentrum;Ganddal (Sandnes);rail;2019-4;Weekday;20:00-05:30;0,5051423133075903;0,0
Paradis (Stavanger);Hinnavågen;sykkel;2024-3;Weekday;13:30-16:30;7,88003621608207;0,0
